SaleID,SaleDate,Brand,Model,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold,Revenue,SaleYear
SAL102199,2023-04-22,Mahindra,Thar,1385000.0,1998.0,Petrol,Automatic,Female,Kolkata,5.0,6925000.0,2023
SAL102811,2020-07-28,Honda,City,1405000.0,2500.0,Petrol,Manual,Male,Pune,3.0,4215000.0,2020
SAL101314,2020-04-05,Honda,WR-V,1198000.0,1497.0,Diesel,Manual,Male,Jaipur,2.0,2396000.0,2020
SAL102572,2021-01-18,Maruti Suzuki,Baleno,589000.0,2500.0,Petrol,Manual,Female,Chennai,5.0,2945000.0,2021
SAL102913,2024-03-25,Hyundai,i10,1560000.0,1498.0,Petrol,Automatic,Male,Mumbai,3.0,4680000.0,2024
SAL102624,2024-09-02,Kia,Seltos,1441000.0,1998.0,Petrol,Manual,Female,Pune,2.0,2882000.0,2024
SAL102672,2025-03-17,Skoda,Rapid,2369000.0,2500.0,Petrol,Manual,Male,Delhi,1.0,2369000.0,2025
SAL102999,2022-09-28,Tata,Nexon,1520000.0,2500.0,Diesel,Manual,Male,Kolkata,4.0,6080000.0,2022
SAL101549,2022-09-17,Hyundai,Verna,1160000.0,1998.0,Petrol,Manual,Male,Chennai,1.0,1160000.0,2022
SAL103277,2021-10-07,Hyundai,Verna,982000.0,1998.0,Diesel,Manual,Male,Pune,2.0,1964000.0,2021
SAL100658,2025-01-18,Tata,Harrier,1204000.0,1998.0,Petrol,Manual,Male,Lucknow,2.0,2408000.0,2025
SAL103202,2022-02-14,Kia,EV6,1130000.0,1498.0,Hybrid,Manual,Male,Ahmedabad,4.0,4520000.0,2022
SAL100749,2021-08-16,Renault,Triber,862000.0,1498.0,Petrol,Manual,Male,Lucknow,1.0,862000.0,2021
SAL100437,2020-06-28,Skoda,Superb,2608000.0,1497.0,Hybrid,Manual,Male,Delhi,2.0,5216000.0,2020
SAL103841,2025-04-20,Honda,Amaze,736000.0,800.0,Petrol,Manual,Male,Delhi,4.0,2944000.0,2025
SAL103398,2021-07-17,Hyundai,Creta,699000.0,1197.0,Petrol,Manual,Male,Jaipur,4.0,2796000.0,2021
SAL101706,2021-01-18,Kia,Seltos,1889000.0,1497.0,Petrol,Manual,Female,Mumbai,4.0,7556000.0,2021
SAL102874,2024-07-20,Tata,Harrier,1393000.0,800.0,Petrol,Manual,Male,Lucknow,3.0,4179000.0,2024
SAL103299,2024-02-01,Tata,Nexon,1425000.0,2200.0,Petrol,Manual,Male,Pune,6.0,8550000.0,2024
SAL102574,2020-07-29,Hyundai,i20,671000.0,999.0,Diesel,Automatic,Female,Pune,1.0,671000.0,2020
SAL102708,2022-09-23,Skoda,Octavia,839000.0,999.0,Petrol,Manual,Male,Jaipur,4.0,3356000.0,2022
SAL101808,2020-12-22,Hyundai,i20,609000.0,800.0,Diesel,Manual,Male,Jaipur,1.0,609000.0,2020
SAL103012,2025-07-11,Hyundai,i20,768000.0,2200.0,Diesel,Automatic,Male,Kolkata,1.0,768000.0,2025
SAL103168,2025-04-24,Toyota,Glanza,2840000.0,1197.0,Hybrid,Manual,Male,Ahmedabad,5.0,14200000.0,2025
SAL103666,2023-06-02,Hyundai,i20,1407000.0,2500.0,Petrol,Automatic,Male,Lucknow,2.0,2814000.0,2023
SAL101031,2024-08-28,Skoda,Kushaq,2112000.0,1197.0,Petrol,Manual,Male,Hyderabad,2.0,4224000.0,2024
SAL100976,2024-01-10,MG,Astor,2488000.0,1497.0,Petrol,Manual,Male,Kolkata,3.0,7464000.0,2024
SAL103600,2021-05-24,Maruti Suzuki,Baleno,427000.0,800.0,Diesel,Automatic,Male,Pune,3.0,1281000.0,2021
SAL102316,2020-01-19,Tata,Altroz,685000.0,2200.0,Hybrid,Manual,Male,Jaipur,3.0,2055000.0,2020
SAL101986,2024-05-27,Hyundai,Santro,1274000.0,1497.0,Electric,Manual,Female,Mumbai,2.0,2548000.0,2024
SAL103674,2020-10-28,Toyota,Fortuner,2403000.0,2200.0,Diesel,Cvt,Male,Ahmedabad,1.0,2403000.0,2020
SAL101052,2023-06-20,MG,Hector,3348000.0,1198.0,Diesel,Manual,Male,Kolkata,1.0,3348000.0,2023
SAL102662,2021-06-29,Tata,Altroz,602000.0,1498.0,Petrol,Manual,Male,Mumbai,4.0,2408000.0,2021
SAL102482,2025-06-13,Kia,Carens,2405000.0,1998.0,Electric,Manual,Male,Chennai,3.0,7215000.0,2025
SAL102175,2020-06-07,Honda,Amaze,1621000.0,1998.0,Petrol,Automatic,Male,Pune,5.0,8105000.0,2020
SAL103170,2022-07-29,MG,ZS EV,2638000.0,1198.0,Diesel,Automatic,Male,Lucknow,3.0,7914000.0,2022
SAL100725,2025-08-01,Kia,Carens,2231000.0,2200.0,Petrol,Manual,Female,Jaipur,5.0,11155000.0,2025
SAL103547,2024-08-09,Skoda,Rapid,1866000.0,1498.0,Diesel,Automatic,Female,Jaipur,6.0,11196000.0,2024
SAL100805,2021-11-15,Maruti Suzuki,Ertiga,963000.0,999.0,CNG,Automatic,Male,Kolkata,6.0,5778000.0,2021
SAL100692,2022-06-28,MG,Astor,2269000.0,1497.0,Petrol,Manual,Female,Delhi,5.0,11345000.0,2022
SAL103630,2024-07-15,Mahindra,Thar,2050000.0,1998.0,Petrol,Manual,Female,Hyderabad,3.0,6150000.0,2024
SAL103384,2025-04-01,MG,Astor,1084000.0,1498.0,Diesel,Manual,Male,Bengaluru,2.0,2168000.0,2025
SAL103099,2023-10-14,Honda,WR-V,1177000.0,1998.0,Diesel,Automatic,Male,Jaipur,6.0,7062000.0,2023
SAL103940,2020-02-09,Maruti Suzuki,Ertiga,982000.0,2500.0,Hybrid,Manual,Male,Lucknow,6.0,5892000.0,2020
SAL100562,2022-04-08,Kia,Sonet,1032000.0,1197.0,Petrol,Automatic,Male,Bengaluru,4.0,4128000.0,2022
SAL102477,2023-10-05,Toyota,Innova,2913000.0,2500.0,Petrol,Manual,Male,Bengaluru,4.0,11652000.0,2023
SAL103759,2023-02-21,Kia,Sonet,2213000.0,1198.0,Diesel,Automatic,Male,Chennai,3.0,6639000.0,2023
SAL103774,2023-08-02,Honda,Amaze,1425000.0,1497.0,Petrol,Automatic,Male,Jaipur,6.0,8550000.0,2023
SAL103438,2022-08-03,Toyota,Fortuner,3299000.0,2200.0,Petrol,Automatic,Female,Chennai,4.0,13196000.0,2022
SAL102241,2024-11-02,Kia,Carens,859000.0,999.0,Diesel,Manual,Male,Bengaluru,5.0,4295000.0,2024
SAL103491,2021-06-23,Hyundai,Santro,1128000.0,1198.0,CNG,Manual,Male,Chennai,2.0,2256000.0,2021
SAL101691,2024-12-12,Hyundai,Santro,1003000.0,1197.0,Petrol,Manual,Male,Mumbai,3.0,3009000.0,2024
SAL100202,2021-07-26,Tata,Nexon,526000.0,1498.0,Hybrid,Manual,Male,Lucknow,6.0,3156000.0,2021
SAL101151,2021-01-31,Tata,Nexon,1472000.0,1198.0,Petrol,Manual,Female,Ahmedabad,4.0,5888000.0,2021
SAL102826,2025-06-04,Tata,Harrier,1320000.0,2200.0,Petrol,Manual,Male,delhi,2.0,2640000.0,2025
SAL100557,2022-03-25,Renault,Kwid,326000.0,2500.0,Electric,Manual,Female,Mumbai,2.0,652000.0,2022
SAL101656,2020-12-07,MG,Gloster,2385000.0,1498.0,Diesel,Manual,Male,Chennai,5.0,11925000.0,2020
SAL103934,2022-02-06,Skoda,Superb,1476000.0,800.0,Hybrid-Electric,Manual,Male,Mumbai,2.0,2952000.0,2022
SAL100349,2021-07-30,MG,Hector,2565000.0,1498.0,Diesel,Manual,Female,Bengaluru,6.0,15390000.0,2021
SAL102411,2022-01-19,Hyundai,Creta,569000.0,1197.0,Petrol,Automatic,Male,Lucknow,6.0,3414000.0,2022
SAL101821,2021-08-09,Hyundai,i10,546000.0,800.0,Diesel,Manual,Male,Mumbai,1.0,546000.0,2021
SAL102642,2020-11-29,MG,Hector,2955000.0,1198.0,Petrol,Manual,Male,Ahmedabad,6.0,17730000.0,2020
SAL101376,2023-04-15,MG,Astor,2113000.0,1498.0,Diesel,Automatic,Male,Bengaluru,5.0,10565000.0,2023
SAL103938,2023-03-12,Honda,City,888000.0,2200.0,Petrol,Manual,Male,Mumbai,6.0,5328000.0,2023
SAL101157,2025-02-20,Tata,Altroz,1533000.0,1497.0,Petrol,Manual,Male,Jaipur,2.0,3066000.0,2025
SAL101188,2022-12-11,MG,Gloster,1752000.0,1198.0,Diesel,Manual,Female,Hyderabad,4.0,7008000.0,2022
SAL100006,2024-02-25,Renault,Duster,352000.0,1498.0,Petrol,Manual,Female,Delhi,5000.0,1760000000.0,2024
SAL100532,2020-09-05,Renault,Kwid,1197000.0,1498.0,Diesel,Automatic,Male,Pune,6.0,7182000.0,2020
SAL102797,2023-09-14,Honda,Amaze,1385000.0,999.0,Petrol,Automatic,Female,Jaipur,6.0,8310000.0,2023
SAL103082,2020-03-27,Honda,City,923000.0,1197.0,Diesel,Automatic,Male,Mumbai,1.0,923000.0,2020
SAL101834,2025-04-03,Honda,Amaze,1593000.0,2500.0,Hybrid,Automatic,Male,Pune,2.0,3186000.0,2025
SAL100407,2024-11-29,Toyota,Urban Cruiser,730000.0,1197.0,Diesel,Automatic,Male,Bengaluru,4.0,2920000.0,2024
SAL101577,2023-06-08,MG,Astor,2605000.0,1198.0,CNG,Manual,Male,Kolkata,5.0,13025000.0,2023
SAL100447,2020-10-26,Skoda,Superb,2457000.0,1497.0,Diesel,Manual,Male,Bengaluru,4.0,9828000.0,2020
SAL101835,2021-09-03,MG,Astor,2641000.0,800.0,CNG,Automatic,Male,Pune,4.0,10564000.0,2021
SAL102307,2021-11-12,Hyundai,Santro,1140000.0,2500.0,Petrol,Automatic,Male,Mumbai,4.0,4560000.0,2021
SAL102179,2021-11-30,MG,ZS EV,2282000.0,999.0,CNG,Automatic,Male,Pune,1.0,2282000.0,2021
SAL101756,2022-06-03,Renault,Triber,1164000.0,1497.0,Diesel,Cvt,Male,Lucknow,2.0,2328000.0,2022
SAL103158,2021-08-15,Mahindra,Thar,2185000.0,1197.0,Diesel,Manual,Male,Kolkata,5.0,10925000.0,2021
SAL102375,2022-08-18,Toyota,Fortuner,1471000.0,1197.0,Diesel,Cvt,Male,Delhi,3.0,4413000.0,2022
SAL100328,2025-01-15,Tata,Nano,887000.0,2200.0,Petrol,Manual,Male,Chennai,4.0,3548000.0,2025
SAL100499,2023-12-09,Maruti Suzuki,Dzire,1188000.0,1198.0,Diesel,Manual,Male,Kolkata,3.0,3564000.0,2023
SAL100914,2024-08-10,Maruti Suzuki,Alto,797000.0,1497.0,Diesel,Manual,Female,Jaipur,5.0,3985000.0,2024
SAL102679,2024-10-26,Maruti Suzuki,Wagon R,764000.0,800.0,Diesel,Manual,Male,Lucknow,5.0,3820000.0,2024
SAL100325,2024-03-05,Skoda,Superb,2423000.0,2200.0,Electric,Manual,Male,Bengaluru,6.0,14538000.0,2024
SAL101370,2024-06-23,Maruti Suzuki,Dzire,1174000.0,1198.0,Petrol,Manual,Female,Delhi,2.0,2348000.0,2024
SAL102145,2021-10-24,Maruti Suzuki,Baleno,1039000.0,1998.0,CNG,Manual,Male,Lucknow,5.0,5195000.0,2021
SAL103262,2020-08-07,Renault,Triber,677000.0,1198.0,Petrol,Manual,Male,Ahmedabad,1.0,677000.0,2020
1562,2024-02-17,Honda,WR-V,1559000.0,2500.0,Petrol,Manual,Male,Jaipur,6.0,9354000.0,2024
SAL100445,2020-12-14,MG,ZS EV,3368000.0,1497.0,Petrol,Automatic,Female,Chennai,4.0,13472000.0,2020
SAL100122,2020-04-15,Hyundai,Verna,782000.0,1197.0,Petrol,Automatic,Male,Pune,1.0,782000.0,2020
SAL101650,2023-06-08,Maruti Suzuki,Ertiga,333000.0,800.0,Petrol,Manual,Male,Jaipur,3.0,999000.0,2023
SAL103079,2020-11-08,Renault,Triber,1150000.0,1497.0,CNG,Automatic,Male,Hyderabad,2.0,2300000.0,2020
SAL102052,2023-03-22,Skoda,Octavia,1165000.0,1498.0,CNG,Automatic,Female,Chennai,3.0,3495000.0,2023
SAL100175,2022-12-28,Renault,Duster,457000.0,999.0,Diesel,Manual,Male,Bengaluru,5.0,2285000.0,2022
SAL101686,2025-07-28,MG,Astor,3307000.0,2500.0,Petrol,Automatic,Male,Jaipur,4.0,13228000.0,2025
SAL103718,2024-10-31,MG,Hector,2107000.0,1498.0,Diesel,Manual,Male,Pune,6.0,12642000.0,2024
SAL102252,2025-01-01,Mahindra,XUV300,1905000.0,2200.0,Hybrid,Manual,Male,Bengaluru,999.0,1903095000.0,2025
SAL101532,2020-05-07,MG,Hector,2790000.0,800.0,CNG,Automatic,Female,Kolkata,4.0,11160000.0,2020
SAL102931,2024-07-30,Toyota,Innova,2551000.0,2500.0,Petrol,Manual,Female,Lucknow,4.0,10204000.0,2024
SAL101971,2022-04-08,Skoda,Octavia,2630000.0,1497.0,CNG,Manual,Female,Delhi,1.0,2630000.0,2022
SAL102284,2024-10-24,Honda,City,854000.0,1998.0,Diesel,Manual,Female,Kolkata,3.0,2562000.0,2024
SAL101659,2025-06-03,Tata,Tiago,926000.0,999.0,Electric,Automatic,Female,Ahmedabad,5.0,4630000.0,2025
SAL101455,2021-08-07,Honda,WR-V,1724000.0,2200.0,Diesel,Manual,Female,Chennai,2.0,3448000.0,2021
SAL100654,2021-07-16,Hyundai,Verna,918000.0,1498.0,CNG,Automatic,Female,Lucknow,2.0,1836000.0,2021
SAL102113,2020-09-19,Tata,Tigor,1552000.0,1197.0,Petrol,Manual,Female,Lucknow,6.0,9312000.0,2020
SAL102891,2022-08-15,Tata,Nexon,1271000.0,1198.0,Petrol,Manual,Male,Delhi,6.0,7626000.0,2022
SAL100464,2023-03-07,MG,Hector,3405000.0,999.0,Petrol,Manual,Male,Ahmedabad,2.0,6810000.0,2023
SAL101529,2022-05-27,MG,Gloster,2348000.0,1497.0,Petrol,Manual,Male,Lucknow,3.0,7044000.0,2022
SAL103085,2025-01-06,Honda,Amaze,-5000.0,1497.0,Petrol,Automatic,Male,Hyderabad,1.0,-5000.0,2025
SAL101041,2020-09-01,Renault,Triber,99999999.0,1498.0,Petrol,Automatic,Female,Bengaluru,3.0,299999997.0,2020
SAL103880,2023-07-05,Maruti Suzuki,Celerio,752000.0,1197.0,CNG,Manual,Female,Ahmedabad,2.0,1504000.0,2023
SAL103778,2021-01-23,Renault,Kwid,891000.0,800.0,Electric,Cvt,Male,Hyderabad,4.0,3564000.0,2021
SAL102704,2024-05-01,Skoda,Superb,2494000.0,2200.0,Petrol,Manual,Male,Bengaluru,2.0,4988000.0,2024
SAL102194,2025-05-13,Hyundai,i20,533000.0,1198.0,Petrol,Automatic,Male,Ahmedabad,4.0,2132000.0,2025
SAL103449,2024-03-04,Kia,Seltos,891000.0,800.0,Petrol,Manual,Male,Lucknow,6.0,5346000.0,2024
SAL103981,2021-12-03,Honda,WR-V,1586000.0,1497.0,Petrol,Manual,Male,Jaipur,1.0,1586000.0,2021
SAL102636,2022-01-23,Mahindra,XUV700,2439000.0,1498.0,Diesel,Automatic,Female,Bengaluru,4.0,9756000.0,2022
SAL100236,2021-12-18,Mahindra,XUV300,1205000.0,1998.0,Diesel,Manual,Male,Hyderabad,5.0,6025000.0,2021
SAL101502,2022-07-21,Mahindra,Bolero,746000.0,1198.0,Petrol,Automatic,Male,Bengaluru,4.0,2984000.0,2022
SAL100323,2020-02-09,Kia,Carens,1276000.0,1498.0,Petrol,Automatic,Female,Kolkata,1.0,1276000.0,2020
SAL101917,2025-07-18,MG,ZS EV,2483000.0,2500.0,Petrol,Automatic,Male,Lucknow,3.0,7449000.0,2025
SAL101341,2020-07-28,Hyundai,Creta,955000.0,1498.0,Diesel,Manual,Male,Ahmedabad,1.0,955000.0,2020
SAL100990,2020-01-30,Maruti Suzuki,Ertiga,1019000.0,1998.0,Diesel,Automatic,Male,Jaipur,6.0,6114000.0,2020
SAL101444,2023-07-08,MG,Astor,3170000.0,800.0,Petrol,Manual,Male,Chennai,3.0,9510000.0,2023
SAL103673,2020-10-10,MG,Astor,1279000.0,800.0,Diesel,Automatic,Female,Lucknow,1.0,1279000.0,2020
SAL102278,2021-10-16,Kia,EV6,1878000.0,1198.0,Petrol,Manual,Male,Delhi,2.0,3756000.0,2021
SAL103729,2022-10-28,Tata,Tiago,1133000.0,1998.0,Petrol,Manual,Female,Chennai,2.0,2266000.0,2022
SAL100828,2025-03-02,Tata,Nexon,1333000.0,2200.0,Diesel,Manual,Female,Delhi,5.0,6665000.0,2025
SAL100971,2022-01-07,Hyundai,i10,1524000.0,800.0,Diesel,Automatic,Male,Bengaluru,5.0,7620000.0,2022
SAL102794,2024-01-28,Mahindra,Bolero,1487000.0,1198.0,Petrol,Automatic,Male,Mumbai,5000.0,7435000000.0,2024
SAL102953,2022-01-22,Mahindra,Scorpio,1531000.0,999.0,Petrol,Automatic,Female,Lucknow,3.0,4593000.0,2022
SAL101679,2023-01-31,Honda,WR-V,1464000.0,2200.0,Diesel,Automatic,Male,Hyderabad,3.0,4392000.0,2023
SAL103676,2022-04-09,Tata,Harrier,543000.0,1498.0,Petrol,Automatic,Female,Hyderabad,3.0,1629000.0,2022
SAL101200,2021-10-18,Mahindra,Bolero,2065000.0,1498.0,Petrol,Automatic,Female,Mumbai,1.0,2065000.0,2021
SAL100371,2020-12-31,Mahindra,XUV700,99999999.0,1198.0,Petrol,Automatic,Male,Ahmedabad,5.0,499999995.0,2020
SAL101348,2021-09-25,Mahindra,Bolero,2478000.0,1498.0,Petrol,Automatic,Female,Bengaluru,5.0,12390000.0,2021
SAL100603,2020-04-28,Renault,Kwid,380000.0,2200.0,Hybrid,Manual,Male,Delhi,4.0,1520000.0,2020
SAL102560,2022-04-09,Renault,Duster,1015000.0,2500.0,Petrol,Automatic,Female,Jaipur,5.0,5075000.0,2022
SAL101757,2022-09-26,Honda,Jazz,1237000.0,2500.0,Petrol,Automatic,Female,Kolkata,1.0,1237000.0,2022
SAL103410,2023-10-15,MG,Gloster,2028000.0,2200.0,Petrol,Manual,Female,Mumbai,3.0,6084000.0,2023
SAL102062,2022-08-25,Renault,Duster,1026000.0,800.0,Petrol,Manual,Female,Kolkata,1.0,1026000.0,2022
SAL102882,2022-10-03,Kia,Seltos,1152000.0,1197.0,Diesel,Manual,Male,Mumbai,1.0,1152000.0,2022
SAL101073,2023-07-20,MG,Astor,1045000.0,800.0,Petrol,Manual,Male,Pune,1.0,1045000.0,2023
SAL100377,2020-02-06,Maruti Suzuki,Wagon R,321000.0,2200.0,Hybrid,Manual,Male,Mumbai,2.0,642000.0,2020
SAL102659,2024-01-10,Skoda,Kushaq,2246000.0,1998.0,Petrol,Manual,Male,Lucknow,2.0,4492000.0,2024
SAL102521,2025-01-08,Toyota,Innova,1076000.0,1497.0,Petrol,Manual,Male,Delhi,5.0,5380000.0,2025
SAL102767,2022-03-22,Kia,Seltos,1211000.0,1198.0,Petrol,Manual,Male,Chennai,4.0,4844000.0,2022
SAL102890,2024-04-14,Tata,Tiago,765000.0,1998.0,Petrol,Automatic,Female,Lucknow,2.0,1530000.0,2024
SAL103137,2022-07-03,Maruti Suzuki,Dzire,964000.0,800.0,Electric,Manual,Female,Lucknow,4.0,3856000.0,2022
SAL100731,2023-07-02,Kia,Sonet,2185000.0,999.0,Hybrid,Manual,Male,Pune,2.0,4370000.0,2023
SAL100038,2021-10-27,Tata,Tiago,1258000.0,1197.0,Hybrid,Manual,Female,Pune,4.0,5032000.0,2021
SAL100877,2023-02-21,Honda,Amaze,1425000.0,1197.0,CNG,Automatic,Female,Chennai,6.0,8550000.0,2023
SAL100849,2024-01-05,Maruti Suzuki,Wagon R,836000.0,1198.0,Petrol,Manual,Male,Chennai,2.0,1672000.0,2024
SAL100261,2021-06-26,Honda,Jazz,1789000.0,999.0,Petrol,Manual,Male,Hyderabad,1.0,1789000.0,2021
SAL101955,2021-01-04,Renault,Duster,1140000.0,1197.0,Petrol,Manual,Male,Delhi,1.0,1140000.0,2021
SAL101483,2024-04-08,MG,Hector,1014000.0,1198.0,Hybrid,Manual,Male,Kolkata,6.0,6084000.0,2024
SAL103278,2021-10-15,Maruti Suzuki,Dzire,600000.0,1197.0,Hybrid,Manual,Male,Jaipur,2.0,1200000.0,2021
SAL103464,2023-03-15,Skoda,Rapid,1195000.0,1498.0,Diesel,Automatic,Female,Hyderabad,4.0,4780000.0,2023
SAL102680,2020-09-30,Toyota,Innova,1449000.0,800.0,Petrol,Manual,Male,Ahmedabad,3.0,4347000.0,2020
SAL100422,2023-07-09,Toyota,Glanza,955000.0,2500.0,Diesel,Manual,Male,Kolkata,6.0,5730000.0,2023
SAL103777,2020-10-05,MG,Gloster,2417000.0,999.0,Diesel,Manual,Male,Ahmedabad,3.0,7251000.0,2020
SAL103249,2021-03-05,Honda,WR-V,1395000.0,2500.0,Diesel,Manual,Male,Lucknow,4.0,5580000.0,2021
SAL101477,2020-03-22,Renault,Triber,986000.0,1498.0,Hybrid,Manual,Male,Mumbai,4.0,3944000.0,2020
SAL100852,2021-06-09,MG,Astor,1525000.0,999.0,Petrol,Automatic,Female,Jaipur,6.0,9150000.0,2021
SAL103518,2021-10-28,Tata,Safari,399000.0,1998.0,Petrol,Manual,Female,Hyderabad,2.0,798000.0,2021
SAL102664,2022-01-07,Toyota,Urban Cruiser,2402000.0,1497.0,Petrol,Automatic,Male,Delhi,1.0,2402000.0,2022
SAL103595,2024-07-05,Kia,Seltos,1896000.0,1998.0,Petrol,Manual,Male,Bengaluru,2.0,3792000.0,2024
SAL102238,2025-04-28,Renault,Kwid,371000.0,1197.0,Diesel,Cvt,Female,Lucknow,4.0,1484000.0,2025
SAL103117,2022-07-31,Kia,Seltos,823000.0,1998.0,Petrol,Automatic,Male,Ahmedabad,3.0,2469000.0,2022
SAL100021,2025-04-21,Renault,Triber,426000.0,1998.0,Petrol,Manual,Male,Hyderabad,4.0,1704000.0,2025
SAL103766,2021-10-20,MG,ZS EV,2490000.0,800.0,Petrol,Manual,Male,Pune,1.0,2490000.0,2021
SAL102212,2021-02-17,Skoda,Kushaq,840000.0,2500.0,Diesel,Manual,Male,Bengaluru,3.0,2520000.0,2021
SAL103550,2024-10-07,Honda,Amaze,1584000.0,999.0,Petrol,Automatic,Male,Kolkata,5.0,7920000.0,2024
SAL101170,2022-10-26,Kia,Carens,1849000.0,1998.0,Diesel,Manual,Female,Kolkata,1.0,1849000.0,2022
SAL101911,2022-02-26,Mahindra,XUV300,2278000.0,2500.0,CNG,Manual,Male,Pune,3.0,6834000.0,2022
SAL100475,2021-05-02,Tata,Safari,1690000.0,1198.0,Petrol,Automatic,Male,Chennai,5.0,8450000.0,2021
SAL103542,2024-01-15,Kia,Seltos,1050000.0,1998.0,Diesel,Automatic,Male,Hyderabad,4.0,4200000.0,2024
